"fit","param","true_value","estimate","ci_lower","ci_upper","covered","max_rhat","divergences"
"model_EA","c_EA",0.6,0.68947163394,0.55168978975,0.8357038685,TRUE,1.00464590999145,0
"model_EA","u_EA",0.27,0.45776110885,0.3469290845,0.57653015625,FALSE,1.00464590999145,0
