"fit","param","true_value","estimate","ci_lower","ci_upper","covered","max_rhat","divergences","elapsed_sec"
"smoke_A_UC2","a",2,2.90661611634,1.4675464175,4.4842311425,TRUE,1.00437758140261,30,319.4
"smoke_A_UC2","c",3,3.5923211662,3.3587844925,3.835099225,FALSE,1.00437758140261,30,319.4
"smoke_A_UC2","gamma",0.6,1.11838156055,0.147198433,2.6294044725,TRUE,1.00437758140261,30,319.4
"smoke_A_UC2","alpha",0.7,0.86624459124,0.3028612015,2.03703969,TRUE,1.00437758140261,30,319.4
