"fit","param","true_value","estimate","ci_lower","ci_upper","covered","ci_width","excl_one","max_rhat","divergences"
"prelec_alpha06_rep2","a",1.5,1.7024167302,1.51179124,1.8974943975,FALSE,0.3857031575,TRUE,1.00590617462093,0
"prelec_alpha06_rep2","c",2,1.8417753734,1.60894776,2.0768878,TRUE,0.46794004,TRUE,1.00590617462093,0
"prelec_alpha06_rep2","alpha",0.6,0.52126643671,0.3506868965,0.6826187175,TRUE,0.331931821,TRUE,1.00590617462093,0
