"fit","param","true_value","estimate","ci_lower","ci_upper","covered","ci_width","max_rhat","divergences"
"power_utility_2level","a",1.5,1.64211794285,0.96054086325,2.1674624425,TRUE,1.20692157925,1.0202838940736,34
"power_utility_2level","c",2,1.8966151986,1.6396352525,2.1615272825,TRUE,0.52189203,1.0202838940736,34
"power_utility_2level","gamma",0.5,0.425958396088,0.1289404655,0.99997715075,TRUE,0.87103668525,1.0202838940736,34
"power_utility_2level","rho",0.7,0.8170218331,0.40369344175,1.3158724875,TRUE,0.91217904575,1.0202838940736,34
