"mean_ll_model_D","mean_ll_model_EA","ll_diff","wi_recovered_D","wo_recovered_D","c_EA","u_EA"
-1.09673304426705,-1.0967508612679,-1.78170008477974e-05,0.678182970198009,0.488128371122335,0.68947163394,0.45776110885
