"fit","param","true_value","estimate","max_rhat","divergences","reparam_max_diff"
"model_D","alpha_D",0.0953101798043249,0.1639733959168,1.00671009429152,0,0.0378600839370134
"model_D","beta_D",-0.16788087263916,-0.02749918601692,1.00671009429152,0,0.0378600839370134
"model_D","wi_recovered",0.6,0.678182970198009,1.00671009429152,0,0.0378600839370134
"model_D","wo_recovered",0.3,0.488128371122335,1.00671009429152,0,0.0378600839370134
