"fit","param","true_value","estimate","ci_lower","ci_upper","covered","ci_width","max_rhat","divergences"
"composite_pt_delta95","a",2,2.1673237496,1.6790813875,2.703888715,TRUE,1.0248073275,1.00261709032197,0
"composite_pt_delta95","c",3,2.84697197795,2.57646752,3.121285415,TRUE,0.544817895,1.00261709032197,0
"composite_pt_delta95","gamma",0.6,0.558982341005,0.4383158775,0.6824037885,TRUE,0.244087911,1.00261709032197,0
"composite_pt_delta95","alpha",0.7,0.577936053825,0.3911652345,0.73867580725,TRUE,0.34751057275,1.00261709032197,0
