"model","param","true","est","q2.5","q97.5","covered","max_rhat","n_diverge"
"gains_only","alpha",0.8,0.90415791575,0.708138523,1.12371446,TRUE,1.02029786044099,0
"gains_only","gammaw",0.65,0.58648420125,0.4200922925,0.822593709,TRUE,1.02029786044099,0
"gains_only","phi",1.2,0.98526899838,0.53361458125,1.6424806825,TRUE,1.02029786044099,0
