"model","param","true","est","q2.5","q97.5","covered","max_rhat","n_diverge"
"gains_losses_alpha_neq_bta","alpha",0.8,0.79673608795,0.74246607175,0.85079829325,TRUE,1.01582524397948,0
"gains_losses_alpha_neq_bta","bta",0.8,0.76795821879,0.66140824275,0.883131814,TRUE,1.01582524397948,0
"gains_losses_alpha_neq_bta","lambda",2.25,2.5140546806,1.7761909575,3.43518712,TRUE,1.01582524397948,0
"gains_losses_alpha_neq_bta","gammaw",0.65,0.60911420403,0.4855887015,0.75540083675,TRUE,1.01582524397948,0
