"model","param","true","est","q2.5","q97.5","covered","max_rhat","n_diverge"
"negctrl_phi_free_lo","alpha",0.8,1.06685991991,0.6187704575,1.4426023225,TRUE,2.23633800694927,500
"negctrl_phi_free_lo","lambda",2.25,2.86331367897,1.5402513775,4.9777314525,TRUE,2.23633800694927,500
"negctrl_phi_free_lo","gammaw",0.65,3.81478631031,0.442977741,7.0858617775,TRUE,2.23633800694927,500
"negctrl_phi_free_lo","phi",1.2,1.1968511743,0.7987627315,2.637686625,TRUE,2.23633800694927,500
